,gene,transcript,protein_change,score,pvalue,qvalue,info
1901,COPA,ENST00000368069,.,.,1.658799743,0.117188084,.
1902,AFF3,ENST00000356421,.,.,1.657755017,0.117285334,.
1903,CMTM4,ENST00000330687,.,.,1.657838989,0.117285334,.
1904,REV3L,ENST00000358835,.,.,1.658099384,0.117285334,.
1905,FAHD1,ENST00000382666,.,.,1.65702687,0.117420504,.
1906,MTDH,ENST00000336273,.,.,1.656361504,0.11753887,.
1907,SBF2,ENST00000256190,.,.,1.655884223,0.117606443,.
1908,EED,ENST00000263360,.,.,1.65426561,0.117977046,.
1909,ZFYVE16,ENST00000338008,.,.,1.654062823,0.117977046,.
1910,CASR,ENST00000498619,.,.,1.652661263,0.118296463,.
1911,NUP50,ENST00000347635,.,.,1.652317589,0.118328193,.
1912,TATDN2,ENST00000287652,.,.,1.650228502,0.118836605,.
1913,FADD,ENST00000301838,.,.,1.649397682,0.118983103,.
1914,WDR88,ENST00000355868,.,.,1.64923964,0.118983103,.
1915,ZNF420,ENST00000337995,.,.,1.648454104,0.119136297,.
1916,BLK,ENST00000259089,.,.,1.647102131,0.119383133,.
1917,NOS1AP,ENST00000361897,.,.,1.647122235,0.119383133,.
1918,IL1A,ENST00000263339,.,.,1.645903789,0.1195883,.
1919,PSMD14,ENST00000409682,.,.,1.645978544,0.1195883,.
1920,ISL2,ENST00000290759,.,.,1.64543908,0.119654011,.
1921,HIST1H4A,ENST00000359907,.,.,1.645202721,0.119656861,.
1922,LPIN2,ENST00000261596,.,.,1.644964231,0.119660329,.
1923,GSDMB,ENST00000418519,.,.,1.644737469,0.119660599,.
1924,CHRNA7,ENST00000454250,.,.,1.643772175,0.11967805,.
1925,DACT1,ENST00000335867,.,.,1.643937073,0.11967805,.
1926,WRAP53,ENST00000316024,.,.,1.644293565,0.11967805,.
1927,ZC3HC1,ENST00000358303,.,.,1.644211492,0.11967805,.
1928,BMPR2,ENST00000374580,.,.,1.643144996,0.119788874,.
1929,POM121C,ENST00000453279,.,.,1.642703746,0.119848514,.
1930,SIPA1,ENST00000394224,.,.,1.64133691,0.120102022,.
1931,TNPO1,ENST00000337273,.,.,1.641336267,0.120102022,.
1932,EPPK1,ENST00000525985,.,.,1.640762971,0.120136304,.
1933,NUP133,ENST00000261396,.,.,1.640969883,0.120136304,.
1934,FGG,ENST00000336098,.,.,1.640344781,0.120189896,.
1935,CDC42BPG,ENST00000342711,.,.,1.639680789,0.120249505,.
1936,HIST1H2BI,ENST00000377733,.,.,1.639829274,0.120249505,.
1937,NHS,ENST00000380060,.,.,1.638954679,0.12038857,.
1938,CD3EAP,ENST00000309424,.,.,1.638581637,0.120419934,.
1939,IMMT,ENST00000410111,.,.,1.638393593,0.120419934,.
1940,LIMD1,ENST00000273317,.,.,1.638065435,0.120448872,.
1941,ADRB1,ENST00000369295,.,.,1.635967012,0.120969941,.
1942,CYP3A4,ENST00000336411,.,.,1.635691159,0.120976759,.
1943,USP42,ENST00000306177,.,.,1.635495501,0.120976759,.
1944,CD34,ENST00000310833,.,.,1.63503029,0.12100544,.
1945,DPYSL3,ENST00000343218,.,.,1.634722863,0.12100544,.
1946,SPTBN2,ENST00000533211,.,.,1.634854621,0.12100544,.
1947,RASGEF1B,ENST00000264400,.,.,1.634483418,0.121010021,.
1948,BUB3,ENST00000368865,.,.,1.633972436,0.121028224,.
1949,ZBTB5,ENST00000307750,.,.,1.633985467,0.121028224,.
1950,MRPL19,ENST00000393909,.,.,1.632141217,0.121376873,.
1951,SPAG5,ENST00000321765,.,.,1.632055521,0.121376873,.
1952,TMX1,ENST00000457354,.,.,1.632417647,0.121376873,.
1953,BCAR3,ENST00000370244,.,.,1.630471409,0.121758066,.
1954,RPS6KA6,ENST00000262752,.,.,1.629872338,0.12186377,.
1955,CRYAA,ENST00000291554,.,.,1.627254902,0.122537765,.
1956,METTL9,ENST00000358154,.,.,1.626939293,0.122564187,.
1957,CRYAB,ENST00000533475,.,.,1.62604894,0.12275299,.
1958,TRPC3,ENST00000379645,.,.,1.625361496,0.122884689,.
1959,DYNLL2,ENST00000579991,.,.,1.62452618,0.122995702,.
1960,TNRC6C,ENST00000335749,.,.,1.624532437,0.122995702,.
1961,CRNN,ENST00000271835,.,.,1.623773832,0.123083426,.
1962,PLCG1,ENST00000373272,.,.,1.623819333,0.123083426,.
1963,FRMD7,ENST00000298542,.,.,1.621833302,0.123571672,.
1964,ZC3H8,ENST00000409573,.,.,1.621021127,0.123739976,.
1965,CEP85,ENST00000252992,.,.,1.620329446,0.12377096,.
1966,MEFV,ENST00000219596,.,.,1.620249856,0.12377096,.
1967,STK4,ENST00000372806,.,.,1.620679052,0.12377096,.
1968,TNR,ENST00000367674,.,.,1.619841345,0.123824518,.
1969,LRRC16A,ENST00000329474,.,.,1.619335632,0.123905861,.
1970,MCTP2,ENST00000357742,.,.,1.618714228,0.124020322,.
1971,IDE,ENST00000265986,.,.,1.618440925,0.124035463,.
1972,BECN1,ENST00000361523,.,.,1.617143883,0.1243434,.
1973,NR2E3,ENST00000398840,.,.,1.616610569,0.12443312,.
1974,PRM1,ENST00000312511,.,.,1.616057514,0.124528597,.
1975,KLC1,ENST00000452929,.,.,1.615656586,0.124580532,.
1976,APOC3,ENST00000227667,.,.,1.613507281,0.125008813,.
1977,BAIAP2L1,ENST00000005260,.,.,1.613722935,0.125008813,.
1978,CLRN3,ENST00000368671,.,.,1.613835436,0.125008813,.
1979,SGOL2,ENST00000357799,.,.,1.613062281,0.125073769,.
1980,CTTNBP2NL,ENST00000271277,.,.,1.611058869,0.125469736,.
1981,FGD5,ENST00000285046,.,.,1.610767219,0.125469736,.
1982,HCN4,ENST00000261917,.,.,1.610594212,0.125469736,.
1983,PRDM14,ENST00000276594,.,.,1.610793145,0.125469736,.
1984,RABEP1,ENST00000262477,.,.,1.611140325,0.125469736,.
1985,ASF1A,ENST00000229595,.,.,1.609181292,0.125751898,.
1986,FRS2,ENST00000299293,.,.,1.609289441,0.125751898,.
1987,CDH1,ENST00000261769,.,.,1.607108685,0.12591021,.
1988,PEX16,ENST00000241041,.,.,1.607108685,0.12591021,.
1989,PTPN2,ENST00000591901,.,.,1.607108685,0.12591021,.
1990,RTF1,ENST00000389629,.,.,1.607709892,0.12591021,.
1991,SYCP2,ENST00000357552,.,.,1.60751954,0.12591021,.
1992,TAF1,ENST00000276072,.,.,1.607087846,0.12591021,.
1993,TSC22D4,ENST00000300181,.,.,1.608082511,0.12591021,.
1994,ZC3H14,ENST00000251038,.,.,1.606889861,0.12591021,.
1995,CAMK2B,ENST00000395749,.,.,1.606596807,0.125932076,.
1996,COL4A2,ENST00000360467,.,.,1.606200754,0.125983854,.
1997,FBXO30,ENST00000237281,.,.,1.605540258,0.126049363,.
1998,SBNO1,ENST00000420886,.,.,1.605610103,0.126049363,.
1999,RCOR3,ENST00000419091,.,.,1.605198082,0.126085641,.
2000,CLCN5,ENST00000376088,.,.,1.604819222,0.126132614,.
2001,GNPAT,ENST00000366647,.,.,1.603931122,0.1263013,.
2002,ZNF300,ENST00000446148,.,.,1.603804936,0.1263013,.
2003,PTER,ENST00000378000,.,.,1.602638385,0.12645691,.
2004,PXN,ENST00000267257,.,.,1.603034911,0.12645691,.
2005,UBQLNL,ENST00000380184,.,.,1.602620215,0.12645691,.
2006,LENG8,ENST00000326764,.,.,1.601045493,0.126853029,.
2007,P2RY2,ENST00000311131,.,.,1.599997111,0.127096294,.
2008,DMWD,ENST00000270223,.,.,1.599691151,0.127122557,.
2009,EPHX1,ENST00000366837,.,.,1.598696949,0.127350514,.
2010,STXBP4,ENST00000376352,.,.,1.598468557,0.127354144,.
2011,AKT3,ENST00000366539,.,.,1.598085281,0.127403234,.
2012,GPHN,ENST00000478722,.,.,1.597847036,0.127409819,.
2013,EIF1B,ENST00000232905,.,.,1.596836303,0.127643275,.
2014,CCDC8,ENST00000307522,.,.,1.596257558,0.127750056,.
2015,PITX1,ENST00000265340,.,.,1.595419269,0.127869963,.
2016,SFT2D2,ENST00000271375,.,.,1.595429264,0.127869963,.
2017,CNN3,ENST00000370206,.,.,1.593916226,0.12799598,.
2018,PRKCQ,ENST00000263125,.,.,1.594776123,0.12799598,.
2019,RGPD3,ENST00000409886,.,.,1.594539555,0.12799598,.
2020,RNPEP,ENST00000295640,.,.,1.594107332,0.12799598,.
2021,TAF13,ENST00000338366,.,.,1.594282455,0.12799598,.
2022,CDC42BPB,ENST00000361246,.,.,1.593188991,0.128147115,.
2023,ZNF608,ENST00000306315,.,.,1.591895497,0.128465852,.
2024,PLOD2,ENST00000282903,.,.,1.59142044,0.128542943,.
2025,DGCR8,ENST00000351989,.,.,1.590432701,0.128772037,.
2026,RAB1B,ENST00000311481,.,.,1.589670338,0.128807551,.
2027,SHPRH,ENST00000367505,.,.,1.589793944,0.128807551,.
2028,ZNF282,ENST00000262085,.,.,1.589787064,0.128807551,.
2029,FANCG,ENST00000378643,.,.,1.58873029,0.128896081,.
2030,LARS2,ENST00000415258,.,.,1.58873029,0.128896081,.
2031,SNRPD1,ENST00000300413,.,.,1.58873029,0.128896081,.
2032,SNX3,ENST00000230085,.,.,1.588490842,0.128903731,.
2033,FAM195A,ENST00000307650,.,.,1.588177907,0.128933227,.
2034,WDR54,ENST00000348227,.,.,1.587409706,0.129098022,.
2035,LAMB1,ENST00000222399,.,.,1.587126135,0.129118895,.
2036,NEK9,ENST00000238616,.,.,1.586805983,0.12915068,.
2037,ZNHIT6,ENST00000370574,.,.,1.586014682,0.129322725,.
2038,KIF20A,ENST00000394894,.,.,1.585573434,0.129367445,.
2039,RPL23A,ENST00000422514,.,.,1.585438539,0.129367445,.
2040,POLR3G,ENST00000399107,.,.,1.584527819,0.129575497,.
2041,RP1,ENST00000220676,.,.,1.58422858,0.12960131,.
2042,BAZ2A,ENST00000551812,.,.,1.583784874,0.129670286,.
2043,PAX3,ENST00000392069,.,.,1.583438725,0.129710189,.
2044,PLEK,ENST00000234313,.,.,1.581617167,0.130191679,.
2045,CBL,ENST00000264033,.,.,1.580163878,0.130553425,.
2046,HSPA2,ENST00000247207,.,.,1.579987595,0.130553425,.
2047,GJB3,ENST00000373366,.,.,1.578550141,0.130922296,.
2048,IPO9,ENST00000361565,.,.,1.578100938,0.130993821,.
2049,BAZ1A,ENST00000360310,.,.,1.577529537,0.131082739,.
2050,UGGT1,ENST00000259253,.,.,1.57738254,0.131082739,.
2051,ALDH5A1,ENST00000348925,.,.,1.576338113,0.131334323,.
2052,MLLT6,ENST00000325718,.,.,1.575661704,0.131474962,.
2053,NMT1,ENST00000592782,.,.,1.575304474,0.131517946,.
2054,RBM8A,ENST00000330165,.,.,1.575096864,0.131517946,.
2055,MICAL3,ENST00000441493,.,.,1.574774964,0.131518643,.
2056,TFAP2B,ENST00000393655,.,.,1.574672097,0.131518643,.
2057,FAM186B,ENST00000257894,.,.,1.572117211,0.131718748,.
2058,KLF12,ENST00000377669,.,.,1.571320678,0.131718748,.
2059,LATS2,ENST00000382592,.,.,1.57192146,0.131718748,.
2060,MAD2L1BP,ENST00000451025,.,.,1.571275769,0.131718748,.
2061,PCNT,ENST00000359568,.,.,1.571351495,0.131718748,.
2062,PIWIL4,ENST00000299001,.,.,1.573216045,0.131718748,.
2063,RPS6KA5,ENST00000261991,.,.,1.573276092,0.131718748,.
2064,SH3RF1,ENST00000284637,.,.,1.571527495,0.131718748,.
2065,SLC20A2,ENST00000342228,.,.,1.571576827,0.131718748,.
2066,SLCO4C1,ENST00000310954,.,.,1.572441455,0.131718748,.
2067,SOX9,ENST00000245479,.,.,1.572954248,0.131718748,.
2068,TGFBR1,ENST00000374994,.,.,1.571363128,0.131718748,.
2069,XPO6,ENST00000304658,.,.,1.572571079,0.131718748,.
2070,HIST1H2AI,ENST00000358739,.,.,1.570964,0.131749692,.
2071,ISOC1,ENST00000173527,.,.,1.569672322,0.13207835,.
2072,GTF2F2,ENST00000340473,.,.,1.56916593,0.132168657,.
2073,DCTN2,ENST00000434715,.,.,1.568390937,0.132277102,.
2074,RECQL4,ENST00000428558,.,.,1.568589769,0.132277102,.
2075,PFAS,ENST00000314666,.,.,1.568097561,0.132291408,.
2076,STMN1,ENST00000426559,.,.,1.567925574,0.132291408,.
2077,HIC2,ENST00000443632,.,.,1.56630711,0.132339315,.
2078,PITPNC1,ENST00000581322,.,.,1.566617848,0.132339315,.
2079,PPP1CC,ENST00000340766,.,.,1.567311721,0.132339315,.
2080,RABGGTB,ENST00000319942,.,.,1.566337843,0.132339315,.
2081,RRP1,ENST00000497547,.,.,1.566349708,0.132339315,.
2082,SORT1,ENST00000256637,.,.,1.566549077,0.132339315,.
2083,SPG11,ENST00000261866,.,.,1.566769649,0.132339315,.
2084,WDR17,ENST00000280190,.,.,1.56596457,0.132380214,.
2085,HAUS8,ENST00000253669,.,.,1.565535333,0.132447593,.
2086,KIAA0319L,ENST00000325722,.,.,1.565213125,0.132482384,.
2087,ZNF777,ENST00000247930,.,.,1.56492363,0.132507233,.
2088,PJA1,ENST00000361478,.,.,1.564287195,0.132638033,.
2089,BICD2,ENST00000356884,.,.,1.563735184,0.132743186,.
2090,TRMT10A,ENST00000273962,.,.,1.56315585,0.132856811,.
2091,NT5C2,ENST00000343289,.,.,1.5628552,0.132885265,.
2092,PCDHGA9,ENST00000573521,.,.,1.562286225,0.1329959,.
2093,TRAFD1,ENST00000257604,.,.,1.561068117,0.13330576,.
2094,GJB1,ENST00000374022,.,.,1.560035381,0.133559351,.
2095,PIP5K1C,ENST00000335312,.,.,1.55966357,0.133609968,.
2096,ANKRD26,ENST00000376087,.,.,1.559219981,0.13363143,.
2097,CDK17,ENST00000261211,.,.,1.559179608,0.13363143,.
2098,HRSP12,ENST00000254878,.,.,1.558283731,0.133829677,.
2099,HSPA1L,ENST00000375654,.,.,1.557915225,0.133829677,.
2100,PITPNM1,ENST00000356404,.,.,1.558113176,0.133829677,.
2101,ARAP2,ENST00000303965,.,.,1.557051419,0.133904926,.
2102,ENSA,ENST00000339643,.,.,1.55708461,0.133904926,.
2103,RIT1,ENST00000368322,.,.,1.557229793,0.133904926,.
2104,DND1,ENST00000542735,.,.,1.556420326,0.133988893,.
2105,MED12L,ENST00000474524,.,.,1.556366541,0.133988893,.
2106,CLCN2,ENST00000265593,.,.,1.55567865,0.134137597,.
2107,RBMS1,ENST00000348849,.,.,1.555205261,0.134220187,.
2108,CLDN12,ENST00000535571,.,.,1.554750728,0.134283796,.
2109,MSN,ENST00000360270,.,.,1.554587644,0.134283796,.
2110,RAB11A,ENST00000261890,.,.,1.554291719,0.134311672,.
2111,CDK2,ENST00000266970,.,.,1.55325895,0.134567705,.
2112,NFX1,ENST00000379540,.,.,1.551967348,0.134904633,.
2113,PROX1,ENST00000366958,.,.,1.551294353,0.135049933,.
2114,HSPA4L,ENST00000296464,.,.,1.550962127,0.13508938,.
2115,STYK1,ENST00000075503,.,.,1.548734273,0.135719975,.
2116,ADPRH,ENST00000478399,.,.,1.546869944,0.136060238,.
2117,ATP13A3,ENST00000439040,.,.,1.546616169,0.136060238,.
2118,ENOSF1,ENST00000340116,.,.,1.54726455,0.136060238,.
2119,MICALL1,ENST00000215957,.,.,1.546417101,0.136060238,.
2120,PCDH7,ENST00000543491,.,.,1.547086804,0.136060238,.
2121,RNF138,ENST00000261593,.,.,1.546813257,0.136060238,.
2122,RPS27A,ENST00000272317,.,.,1.545518823,0.13627773,.
2123,KATNAL2,ENST00000245121,.,.,1.544364998,0.136493792,.
2124,PARK7,ENST00000493678,.,.,1.544573095,0.136493792,.
2125,SAFB,ENST00000588852,.,.,1.544217549,0.136493792,.
2126,CAPZB,ENST00000375142,.,.,1.543496453,0.136609227,.
2127,IL18RAP,ENST00000264260,.,.,1.54344205,0.136609227,.
2128,AACS,ENST00000316519,.,.,1.541811874,0.136839395,.
2129,CPXM1,ENST00000380605,.,.,1.541573936,0.136839395,.
2130,DBN1,ENST00000292385,.,.,1.542411601,0.136839395,.
2131,PAN2,ENST00000425394,.,.,1.541715144,0.136839395,.
2132,SCNN1A,ENST00000360168,.,.,1.541488149,0.136839395,.
2133,YTHDC1,ENST00000344157,.,.,1.54208112,0.136839395,.
2134,MIF,ENST00000215754,.,.,1.54010229,0.137212456,.
2135,EIF2S1,ENST00000256383,.,.,1.539873037,0.137220634,.
2136,NEU3,ENST00000294064,.,.,1.53894378,0.137274958,.
2137,PACS2,ENST00000458164,.,.,1.539414927,0.137274958,.
2138,REEP4,ENST00000306306,.,.,1.538888616,0.137274958,.
2139,WAC,ENST00000354911,.,.,1.538964082,0.137274958,.
2140,RASAL2,ENST00000367649,.,.,1.53727737,0.137548923,.
2141,RRP12,ENST00000370992,.,.,1.537668215,0.137548923,.
2142,SMAD3,ENST00000327367,.,.,1.537211732,0.137548923,.
2143,SMAD6,ENST00000288840,.,.,1.537504251,0.137548923,.
2144,ANKFY1,ENST00000570535,.,.,1.536982669,0.137557332,.
2145,PLP1,ENST00000418604,.,.,1.535355705,0.138009278,.
2146,AADAC,ENST00000232892,.,.,1.533872149,0.138032562,.
2147,CDK3,ENST00000425876,.,.,1.533158604,0.138032562,.
2148,CHD2,ENST00000394196,.,.,1.534677382,0.138032562,.
2149,FBXO15,ENST00000419743,.,.,1.533187239,0.138032562,.
2150,KARS,ENST00000319410,.,.,1.534470196,0.138032562,.
2151,MASTL,ENST00000375940,.,.,1.534662498,0.138032562,.
2152,MAT2A,ENST00000306434,.,.,1.533337817,0.138032562,.
2153,PWWP2B,ENST00000305233,.,.,1.533193057,0.138032562,.
2154,SLC2A13,ENST00000280871,.,.,1.533088603,0.138032562,.
2155,TRIOBP,ENST00000406386,.,.,1.533062015,0.138032562,.
2156,ZNF800,ENST00000393313,.,.,1.534724821,0.138032562,.
2157,CCDC101,ENST00000317058,.,.,1.53280647,0.138049805,.
2158,NSMCE2,ENST00000287437,.,.,1.531236534,0.138485573,.
2159,ERBB3,ENST00000267101,.,.,1.530396455,0.138689474,.
2160,FAM122B,ENST00000343004,.,.,1.529945979,0.138769161,.
2161,MDM2,ENST00000462284,.,.,1.529109837,0.13890803,.
2162,PLCB1,ENST00000338037,.,.,1.529301449,0.13890803,.
2163,IPO7,ENST00000379719,.,.,1.528720068,0.138968504,.
2164,TSEN54,ENST00000333213,.,.,1.528407104,0.13900445,.
2165,ZC3H7A,ENST00000396516,.,.,1.528193298,0.139008692,.
2166,SKI,ENST00000378536,.,.,1.527416008,0.139193447,.
2167,PTPN14,ENST00000366956,.,.,1.526358077,0.139468572,.
2168,SMC3,ENST00000361804,.,.,1.526025016,0.139511221,.
2169,FBXO46,ENST00000317683,.,.,1.525293774,0.139681921,.
2170,MAPT,ENST00000344290,.,.,1.524407448,0.139739875,.
2171,RGS14,ENST00000408923,.,.,1.524213305,0.139739875,.
2172,SPRY2,ENST00000377102,.,.,1.524907596,0.139739875,.
2173,ZBTB2,ENST00000325144,.,.,1.524114097,0.139739875,.
2174,ZC3H18,ENST00000301011,.,.,1.524512727,0.139739875,.
2175,TLN1,ENST00000314888,.,.,1.523231596,0.13995977,.
2176,DDX60,ENST00000393743,.,.,1.522349859,0.140179795,.
2177,CRYGC,ENST00000282141,.,.,1.5218656,0.140271756,.
2178,MYO9B,ENST00000595618,.,.,1.521220102,0.140415928,.
2179,RSL1D1,ENST00000571133,.,.,1.520887515,0.140459041,.
2180,PRPF8,ENST00000572621,.,.,1.520611503,0.140482204,.
2181,ZNF446,ENST00000594369,.,.,1.520417649,0.140482204,.
2182,LSM14B,ENST00000279068,.,.,1.519601974,0.140617412,.
2183,ZBTB10,ENST00000430430,.,.,1.519672041,0.140617412,.
2184,MTUS1,ENST00000262102,.,.,1.519155284,0.140697695,.
2185,BRI3BP,ENST00000341446,.,.,1.518213183,0.140794166,.
2186,CCND2,ENST00000261254,.,.,1.518025433,0.140794166,.
2187,HSPH1,ENST00000320027,.,.,1.517864933,0.140794166,.
2188,RFC3,ENST00000434425,.,.,1.518284406,0.140794166,.
2189,TRPM4,ENST00000252826,.,.,1.518250051,0.140794166,.
2190,FAM83D,ENST00000217429,.,.,1.517014226,0.14095847,.
2191,SMCHD1,ENST00000320876,.,.,1.516961982,0.14095847,.
2192,ZBTB7C,ENST00000588982,.,.,1.516489668,0.141047505,.
2193,TRAF3IP3,ENST00000367024,.,.,1.515717551,0.141234089,.
2194,ORAI1,ENST00000330079,.,.,1.515078424,0.14137765,.
2195,FBXO28,ENST00000366862,.,.,1.514096302,0.141633201,.
2196,DSP,ENST00000379802,.,.,1.513583544,0.141735979,.
2197,PRKCG,ENST00000263431,.,.,1.512475347,0.142033462,.
2198,PI4KA,ENST00000255882,.,.,1.511997557,0.142060543,.
2199,SLC25A1,ENST00000215882,.,.,1.512104981,0.142060543,.
2200,KRT5,ENST00000252242,.,.,1.511234359,0.142203381,.
2201,NCAPG2,ENST00000409423,.,.,1.51116647,0.142203381,.
2202,CD5,ENST00000347785,.,.,1.510493028,0.142230287,.
2203,HEXIM2,ENST00000307275,.,.,1.510546121,0.142230287,.
2204,RPS11,ENST00000270625,.,.,1.510886643,0.142230287,.
2205,EPC2,ENST00000258484,.,.,1.508782098,0.142533154,.
2206,MAP3K3,ENST00000361357,.,.,1.508788546,0.142533154,.
2207,SLC44A4,ENST00000229729,.,.,1.50932912,0.142533154,.
2208,STEAP2,ENST00000287908,.,.,1.509029933,0.142533154,.
2209,ATRIP,ENST00000320211,.,.,1.508163637,0.142671687,.
2210,GRHPR,ENST00000318158,.,.,1.507647659,0.142712143,.
2211,SOX11,ENST00000322002,.,.,1.507710442,0.142712143,.
2212,NKAP,ENST00000371410,.,.,1.505959083,0.14316043,.
2213,PNN,ENST00000216832,.,.,1.505893097,0.14316043,.
2214,CBX8,ENST00000269385,.,.,1.505135564,0.143345616,.
2215,AKT1S1,ENST00000391835,.,.,1.504813041,0.143387374,.
2216,EHD4,ENST00000220325,.,.,1.503676676,0.143698203,.
2217,VAC14,ENST00000261776,.,.,1.502551515,0.144006021,.
2218,TTK,ENST00000369798,.,.,1.501802776,0.144189498,.
2219,GMNN,ENST00000230056,.,.,1.500817967,0.144191931,.
2220,IMPDH2,ENST00000326739,.,.,1.501019592,0.144191931,.
2221,NCOA1,ENST00000406961,.,.,1.500947276,0.144191931,.
2222,ORC2,ENST00000234296,.,.,1.500888003,0.144191931,.
2223,PYGB,ENST00000216962,.,.,1.500998391,0.144191931,.
2224,MCM5,ENST00000216122,.,.,1.499870088,0.144442037,.
2225,ARL3,ENST00000260746,.,.,1.499330819,0.144515675,.
2226,GRIN2A,ENST00000396573,.,.,1.498932237,0.144515675,.
2227,KRI1,ENST00000312962,.,.,1.498868682,0.144515675,.
2228,MREG,ENST00000263268,.,.,1.498889962,0.144515675,.
2229,KDM6B,ENST00000254846,.,.,1.497783959,0.144812112,.
2230,GDI2,ENST00000380191,.,.,1.497255622,0.144858471,.
2231,MAD2L1,ENST00000296509,.,.,1.497405975,0.144858471,.
2232,HBB,ENST00000335295,.,.,1.496902714,0.144911306,.
2233,DCP1A,ENST00000607628,.,.,1.495865746,0.145192704,.
2234,FCHSD2,ENST00000409418,.,.,1.495448672,0.145267181,.
2235,ZMYM2,ENST00000382869,.,.,1.494418121,0.145547177,.
2236,PHF19,ENST00000373896,.,.,1.494077849,0.145596145,.
2237,MTHFD1,ENST00000216605,.,.,1.493486757,0.145729297,.
2238,ARL13B,ENST00000394222,.,.,1.492732646,0.145917361,.
2239,MIER1,ENST00000401041,.,.,1.491880906,0.146105088,.
2240,SLC12A6,ENST00000354181,.,.,1.491786512,0.146105088,.
2241,CENPQ,ENST00000335783,.,.,1.491073721,0.146214591,.
2242,CFDP1,ENST00000283882,.,.,1.491237788,0.146214591,.
2243,CTBP2,ENST00000531469,.,.,1.490376188,0.146319152,.
2244,RTKN,ENST00000272430,.,.,1.490405177,0.146319152,.
2245,SF3B1,ENST00000335508,.,.,1.490134078,0.146335561,.
2246,NME3,ENST00000219302,.,.,1.48964137,0.146436475,.
2247,RAP2B,ENST00000323534,.,.,1.489436635,0.146440353,.
2248,IMP4,ENST00000259239,.,.,1.48904156,0.146508456,.
2249,TBC1D23,ENST00000394144,.,.,1.488843763,0.146510053,.
2250,PLEKHF2,ENST00000315367,.,.,1.4867591,0.147149609,.
2251,CKAP5,ENST00000529230,.,.,1.486299608,0.147233301,.
2252,KCNJ2,ENST00000243457,.,.,1.486069604,0.147233301,.
2253,RAB27A,ENST00000396307,.,.,1.485933748,0.147233301,.
2254,BRD2,ENST00000395289,.,.,1.48539528,0.147285276,.
2255,RC3H2,ENST00000373670,.,.,1.485433768,0.147285276,.
2256,AIF1,ENST00000376059,.,.,1.484206844,0.147558056,.
2257,EIF2D,ENST00000271764,.,.,1.484385961,0.147558056,.
2258,NFIB,ENST00000380959,.,.,1.483815607,0.147625666,.
2259,BZW2,ENST00000433922,.,.,1.483314636,0.147730658,.
2260,SHOC2,ENST00000369452,.,.,1.482479999,0.147818624,.
2261,TNFRSF10D,ENST00000312584,.,.,1.482504218,0.147818624,.
2262,ZNF141,ENST00000505939,.,.,1.482705669,0.147818624,.
2263,ERP29,ENST00000261735,.,.,1.482039441,0.147903293,.
2264,PSMB4,ENST00000290541,.,.,1.48149773,0.148022512,.
2265,ZFP42,ENST00000326866,.,.,1.481163015,0.148071265,.
2266,RAD52,ENST00000358495,.,.,1.480800505,0.148129543,.
2267,NADK,ENST00000344463,.,.,1.480600427,0.148132459,.
2268,IRF4,ENST00000380956,.,.,1.48012041,0.148230919,.
2269,VPS8,ENST00000437079,.,.,1.479800778,0.148274707,.
2270,COX5A,ENST00000322347,.,.,1.479380389,0.148352949,.
2271,SPAM1,ENST00000340011,.,.,1.47833129,0.148646296,.
2272,FCHO2,ENST00000430046,.,.,1.477783432,0.148652211,.
2273,SIGLEC5,ENST00000570106,.,.,1.478095222,0.148652211,.
2274,WIZ,ENST00000263381,.,.,1.477740933,0.148652211,.
2275,INTS3,ENST00000318967,.,.,1.47738381,0.148709132,.
2276,SLC20A1,ENST00000272542,.,.,1.476652309,0.148894402,.
2277,CLCN7,ENST00000382745,.,.,1.475886554,0.149088099,.
2278,ZNF267,ENST00000300870,.,.,1.475706406,0.149088099,.
2279,MTPAP,ENST00000263063,.,.,1.474837727,0.149124867,.
2280,NEU1,ENST00000375631,.,.,1.475164138,0.149124867,.
2281,RXRA,ENST00000481739,.,.,1.475177665,0.149124867,.
2282,TAF1D,ENST00000448108,.,.,1.474837727,0.149124867,.
2283,CD79A,ENST00000221972,.,.,1.473711301,0.149335366,.
2284,PACS1,ENST00000320580,.,.,1.473898179,0.149335366,.
2285,TUBA3D,ENST00000321253,.,.,1.473654812,0.149335366,.
2286,BARD1,ENST00000260947,.,.,1.472522219,0.149594446,.
2287,FOXO4,ENST00000374259,.,.,1.472618661,0.149594446,.
2288,NUP35,ENST00000295119,.,.,1.471853096,0.149759651,.
2289,CEP152,ENST00000380950,.,.,1.470893528,0.149763771,.
2290,CRTC1,ENST00000338797,.,.,1.471065656,0.149763771,.
2291,TBC1D14,ENST00000409757,.,.,1.471135297,0.149763771,.
2292,WHAMM,ENST00000286760,.,.,1.471557355,0.149763771,.
2293,XRN2,ENST00000377191,.,.,1.470944234,0.149763771,.
2294,TBC1D10C,ENST00000312390,.,.,1.468571758,0.150500956,.
2295,KRT86,ENST00000293525,.,.,1.468222878,0.150556304,.
2296,FAM186A,ENST00000327337,.,.,1.467487833,0.150745682,.
2297,TONSL,ENST00000409379,.,.,1.465362461,0.151419296,.
2298,DNAH5,ENST00000265104,.,.,1.464725321,0.151509739,.
2299,GFAP,ENST00000586793,.,.,1.464863579,0.151509739,.
2300,L3MBTL2,ENST00000216237,.,.,1.464018803,0.151558733,.
2301,MYO3A,ENST00000265944,.,.,1.46431838,0.151558733,.
